Artist,Album,Track,Datetime
Shy Glizzy,Fully Loaded,Money Set (feat. Young Thug),29 Oct 2018 23:01
Asian Doll,So Icy Princess,1017 (feat. Gucci Mane & Yung Mal),29 Oct 2018 22:54
SHORELINE MAFIA,Shoreline Mafia Presents Rob Vicious: Traplantic,Bands (feat. Ohgeesy Fenix Flexin & Master Kato),29 Oct 2018 22:51
YNW Melly,I Am You,Murder On My Mind,29 Oct 2018 22:46
DDG,Run It Up (feat. YBN Nahmir G Herbo & Blac Youngsta),Run It Up (feat. YBN Nahmir G Herbo & Blac Youngsta),29 Oct 2018 22:42
Paris,Po'ed Up (feat. Gunna),Po'ed Up (feat. Gunna),29 Oct 2018 22:39
YBN Almighty Jay,YBN: The Mixtape,New Drip (feat. Gucci Mane),29 Oct 2018 22:36
Trippie Redd,Life's a Trip,Shake It Up,29 Oct 2018 22:34
Jimi Tents,Backbone,Backbone,29 Oct 2018 22:31
KYLE,SUPERDUPERKYLE (feat. MadeinTYO),SUPERDUPERKYLE (feat. MadeinTYO),29 Oct 2018 22:28
Lil Yachty,Nuthin' 2 Prove,SaintLaurentYSL (feat. Lil Baby),29 Oct 2018 22:25
Kodak Black,If I'm Lyin I'm Flyin,If I'm Lyin I'm Flyin,29 Oct 2018 22:23
Lil Mosey,Yoppa (with BlocBoy JB),Yoppa (with BlocBoy JB),29 Oct 2018 22:20
Drako,Count It Up,Count It Up,29 Oct 2018 22:18
Roddy Ricch,Die Young,Die Young,29 Oct 2018 22:15
IDK,Moral (feat. Maxo Kream),Moral (feat. Maxo Kream),29 Oct 2018 22:12
YoungBoy Never Broke Again,Decided,Murda (feat. Trippie Redd),29 Oct 2018 22:09
Lil Baby,Drip Too Hard,Drip Too Hard,29 Oct 2018 22:07
Lil Mosey,Noticed,Noticed,29 Oct 2018 22:04
MADEINTYO,Outstanding,Outstanding,29 Oct 2018 22:01
Aminé,ONEPOINTFIVE,REEL IT IN,29 Oct 2018 21:59
YFN Lucci,Live That Life (feat. Garren),Live That Life (feat. Garren),29 Oct 2018 21:56
Flipp Dinero,Leave Me Alone,Leave Me Alone,29 Oct 2018 21:52
Sheck Wes,MO BAMBA,Mo Bamba,29 Oct 2018 21:49
J.I.D,151 Rum,151 Rum,29 Oct 2018 21:47
Lil Baby,Drip Harder,Never Recover (Lil Baby & Gunna Drake),29 Oct 2018 21:43
Valee,Awesome (feat. Matt Ox),Awesome (feat. Matt Ox),29 Oct 2018 21:40
Belly,IMMIGRANT,Numbers,29 Oct 2018 21:38
Jaden Smith,GOKU,GOKU,29 Oct 2018 21:34
A$AP Ferg,Trap Lord,Shabba (feat. A$AP Rocky),
6ix9ine,STOOPID,STOOPID,29 Oct 2018 21:29
Comethazine,Bawskee,Walk,29 Oct 2018 21:28
Lil Durk,Rockstar,Rockstar,29 Oct 2018 21:25
Future,Future & Juice WRLD Present... WRLD ON DRUGS,Hard Work Pays Off,29 Oct 2018 21:21
Kodak Black,ZEZE (feat. Travis Scott & Offset),ZEZE (feat. Travis Scott & Offset),29 Oct 2018 21:18
Lil Yachty,Nuthin' 2 Prove,Get Dripped (feat. Playboi Carti),29 Oct 2018 21:15
JOYNER LUCAS,I Love,I Love,29 Oct 2018 21:11
Future,Fine China,Fine China,29 Oct 2018 21:09
Tory Lanez,DrIP DrIp Drip,DrIP DrIp Drip (feat. Meek Mill),29 Oct 2018 21:05
Rich the Kid,Mo Paper,Mo Paper,29 Oct 2018 21:02
Tee Grizzley,Pray For The Drip (feat. Offset),Pray For The Drip (feat. Offset),29 Oct 2018 20:59
Trippie Redd,Topanga,Topanga,29 Oct 2018 20:56
Cardi B,Money,Money,29 Oct 2018 20:53
Lil Mosey,NorthsBest,Kamikaze,29 Oct 2018 20:50
Joji,BALLADS 1,I'LL SEE YOU IN 40,29 Oct 2018 17:08
Joji,BALLADS 1,XNXX,29 Oct 2018 17:06
Joji,BALLADS 1,R.I.P. (feat. Trippie Redd),29 Oct 2018 17:03
Joji,BALLADS 1,COME THRU,29 Oct 2018 17:01
Joji,BALLADS 1,NO FUN,29 Oct 2018 16:58
Joji,BALLADS 1,WHY AM I STILL IN LA (feat. Shlohmo & D33J),29 Oct 2018 16:55
Joji,BALLADS 1,yeah right,29 Oct 2018 16:52
Joji,BALLADS 1,CAN'T GET OVER YOU (feat. Clams Casino),29 Oct 2018 16:50
Joji,BALLADS 1,WANTED U,29 Oct 2018 16:46
Joji,BALLADS 1,TEST DRIVE,29 Oct 2018 16:43
Joji,BALLADS 1,Slow dancing in the dark,29 Oct 2018 16:39
Joji,BALLADS 1,ATTENTION,29 Oct 2018 16:37
Beach House,7,Black Car,29 Oct 2018 05:17
Beach House,7,L'Inconnue,29 Oct 2018 05:12
Beach House,7,Dive,29 Oct 2018 05:08
Beach House,7,Drunk in LA,29 Oct 2018 05:04
Beach House,7,L'Inconnue,29 Oct 2018 01:29
Beach House,7,Lemon Glow,29 Oct 2018 01:25
Beach House,7,Pay No Mind,29 Oct 2018 01:22
Beach House,7,Dark Spring,29 Oct 2018 01:18
smokepurpp,Nephew (feat. Lil Pump),Nephew (Feat. Lil Pump),28 Oct 2018 23:45
Trippie Redd,Dark Knight Dummo (Feat. Travis Scott),Dark Knight Dummo (feat. Travis Scott),28 Oct 2018 23:41
Lil Uzi Vert,Luv Is Rage 2,Sauce It Up,28 Oct 2018 23:38
Lil Baby,Harder Than Ever,Yes Indeed,28 Oct 2018 23:34
Juice WRLD,Wasted (feat. Lil Uzi Vert),Wasted (feat. Lil Uzi Vert),28 Oct 2018 22:21
Lil Uzi Vert,Lil Uzi Vert vs. The World,Scott And Ramona,28 Oct 2018 22:16
21 Savage,Savage Mode,X (feat. Future),28 Oct 2018 22:10
21 Savage,Savage Mode,No Heart,28 Oct 2018 22:07
21 Savage,Savage Mode,No Advance,28 Oct 2018 22:02
Lil Baby,Drip Harder,Never Recover (Lil Baby & Gunna Drake),28 Oct 2018 20:20
Lil Baby,Drip Harder,Drip Too Hard (Lil Baby & Gunna),28 Oct 2018 20:18
Future,Future & Juice WRLD Present... WRLD ON DRUGS,WRLD On Drugs,28 Oct 2018 20:14
Future,Future & Juice WRLD Present... WRLD ON DRUGS,Realer N Realer,28 Oct 2018 20:11
Future,Future & Juice WRLD Present... WRLD ON DRUGS,Fine China,28 Oct 2018 20:10
Future,Future & Juice WRLD Present... WRLD ON DRUGS,Astronauts,28 Oct 2018 20:07
Future,Future & Juice WRLD Present... WRLD ON DRUGS,Jet Lag (feat. Young Scooter),28 Oct 2018 20:03
Quavo,Quavo Huncho,PASS OUT (feat. 21 Savage),28 Oct 2018 19:38
Travis Scott,ASTROWORLD,NC-17,28 Oct 2018 19:34
Young Thug,On The Rvn,Sin (feat. Jaden Smith),28 Oct 2018 19:30
Trippie Redd,Life's a Trip,Dark Knight Dummo,28 Oct 2018 19:25
Lil Uzi Vert,Luv Is Rage,Top,28 Oct 2018 19:21
Lil Uzi Vert,Luv Is Rage 2,Unfazed (feat. The Weeknd),28 Oct 2018 19:18
Offset,Without Warning,Nightmare,28 Oct 2018 19:15
21 Savage,Without Warning,Darth Vader,28 Oct 2018 18:44
21 Savage,Savage Mode,X (feat. Future),28 Oct 2018 18:43
Future,Future & Juice WRLD Present... WRLD ON DRUGS,Astronauts,28 Oct 2018 18:42
Future,Future & Juice WRLD Present... WRLD ON DRUGS,Realer N Realer,28 Oct 2018 18:42
Lil Baby,Drip Harder,Never Recover (Lil Baby & Gunna Drake),28 Oct 2018 18:40
Lil Baby,Drip Harder,Drip Too Hard (Lil Baby & Gunna),28 Oct 2018 18:38
Migos,Culture II,Walk It Talk It,28 Oct 2018 18:35
Quavo,Quavo Huncho,PASS OUT (feat. 21 Savage),28 Oct 2018 18:34
Travis Scott,Rodeo (Deluxe),Nightcrawler (feat. Swae Lee & Chief Keef),28 Oct 2018 18:33
21 Savage,Without Warning,Ghostface Killers,28 Oct 2018 18:27
Frank Ocean,channel ORANGE (Explicit Version),Thinkin Bout You,28 Oct 2018 17:47
Madlib,Shades Of Blue: Madlib Invades Blue Note,Please Set Me At Ease,28 Oct 2018 17:41
Knxwledge,Hud Dreems,letuleave.[geekdop],28 Oct 2018 17:40
Kendrick Lamar,To Pimp a Butterfly,These Walls,28 Oct 2018 17:35
Juice WRLD,Goodbye & Good Riddance,Wasted (feat. Lil Uzi Vert),28 Oct 2018 07:41
Migos,Culture II,Stir Fry,28 Oct 2018 07:38
Lil Baby,Yes Indeed,Yes Indeed,28 Oct 2018 07:36
Migos,Culture,Get Right Witcha,28 Oct 2018 07:31
Big Sean,Double Or Nothing (& Metro Boomin),Go Legend (& Metro Boomin),28 Oct 2018 07:27
Migos,Culture,Slippery (feat. Gucci Mane),28 Oct 2018 07:22
Rae Sremmurd,SR3MM,Brxnks Truck - From Jxmtro,28 Oct 2018 07:19
Travis Scott,Birds In The Trap Sing McKnight,Goosebumps,28 Oct 2018 07:15
Future,Mask Off (Remix),Mask Off - Remix,28 Oct 2018 07:11
6ix9ine,STOOPID,STOOPID,28 Oct 2018 07:08
Travis Scott,Watch (feat. Lil Uzi Vert & Kanye West),Watch (feat. Lil Uzi Vert & Kanye West),28 Oct 2018 07:04
Lil Uzi Vert,XO TOUR Llif3,XO TOUR Llif3,28 Oct 2018 07:01
Migos,Culture II,Walk It Talk It,28 Oct 2018 04:31
Rae Sremmurd,SremmLife,No Type,28 Oct 2018 04:27
Gucci Mane,Mr. Davis,I Get the Bag (feat. Migos),28 Oct 2018 04:23
Quality Control,Quality Control: Control the Streets Volume 1,Ice Tray,28 Oct 2018 04:20
YoungBoy Never Broke Again,4Respect 4Freedom 4Loyalty 4WhatImportant,Dropout,28 Oct 2018 04:18
Cardi B,Bodak Yellow,Bodak Yellow,28 Oct 2018 04:14
Drake,More Life,Gyalchester,28 Oct 2018 03:29
Famous Dex,Dex Meets Dexter,Japan,28 Oct 2018 03:27
Lil Baby,Harder Than Ever,Life Goes On,28 Oct 2018 02:09
Playboi Carti,Die Lit,Shoota (feat. Lil Uzi Vert),28 Oct 2018 02:06
MoneyBagg Yo,OKAY (feat. Future),OKAY (feat. Future),28 Oct 2018 02:04
Trippie Redd,Dark Knight Dummo (Feat. Travis Scott),Dark Knight Dummo (feat. Travis Scott),28 Oct 2018 02:00
Migos,Culture II,Narcos,28 Oct 2018 01:55
Lil Uzi Vert,Lil Uzi Vert vs. The World,Team Rocket,27 Oct 2018 23:47
Lil Baby,Drip Too Hard,Drip Too Hard,27 Oct 2018 23:32
Yung Bans,Yung Bans Vol. 5,Ridin (feat. Landon Cube & YBN Nahmir),27 Oct 2018 23:29
Lil Uzi Vert,The Perfect Luv Tape,Do What I Want,27 Oct 2018 23:26
Playboi Carti,Playboi Carti,wokeuplikethis*,27 Oct 2018 23:23
SKI MASK THE SLUMP GOD,You Will Regret (Reloaded),CATCH ME OUTSIDE,27 Oct 2018 23:18
Tay-K,#SantanaWorld (+),The Race,27 Oct 2018 23:15
Lil Uzi Vert,Lil Uzi Vert vs. The World,You Was Right,27 Oct 2018 23:13
lil skies,I Know You (feat. Yung Pinch),I Know You (feat. Yung Pinch),27 Oct 2018 23:10
MADEINTYO,Ned Flanders (feat. A$AP Ferg),Ned Flanders (feat. A$AP Ferg),27 Oct 2018 23:07
Juice WRLD,Goodbye & Good Riddance,all girls are the same,27 Oct 2018 23:04
Lil Uzi Vert,Luv Is Rage 2,The Way Life Goes (Feat. Oh Wonder),27 Oct 2018 23:01
Trippie Redd,Life's a Trip,Taking A Walk,27 Oct 2018 22:58
Lil Baby,Harder Than Ever,Yes Indeed,27 Oct 2018 22:56
Young Thug,Slime Language,Chanel (Go Get It) [feat. Gunna & Lil Baby],27 Oct 2018 22:53
Juice WRLD,Goodbye & Good Riddance,Lean Wit Me,27 Oct 2018 22:50
Lil Uzi Vert,Luv Is Rage 2,XO TOUR Llif3,27 Oct 2018 22:47
Kids See Ghosts,Kids See Ghosts,Cudi Montage,27 Oct 2018 20:51
Kids See Ghosts,Kids See Ghosts,Kids See Ghosts,27 Oct 2018 20:47
Kids See Ghosts,Kids See Ghosts,Reborn,27 Oct 2018 20:41
Kids See Ghosts,Kids See Ghosts,Freeee (Ghost Town Pt. 2),27 Oct 2018 20:38
Kids See Ghosts,Kids See Ghosts,4th Dimension,27 Oct 2018 20:35
Kids See Ghosts,Kids See Ghosts,Fire,27 Oct 2018 20:33
Kids See Ghosts,Kids See Ghosts,Feel the Love,27 Oct 2018 20:30
Travis Scott,ASTROWORLD,NC-17,27 Oct 2018 20:03
Travis Scott,ASTROWORLD,5% TINT,27 Oct 2018 20:00
Travis Scott,ASTROWORLD,WAKE UP,27 Oct 2018 19:56
Travis Scott,ASTROWORLD,SKELETONS,27 Oct 2018 19:53
Travis Scott,ASTROWORLD,NO BYSTANDERS,27 Oct 2018 19:51
Travis Scott,ASTROWORLD,STOP TRYING TO BE GOD,27 Oct 2018 19:43
Travis Scott,ASTROWORLD,R.I.P. SCREW,27 Oct 2018 19:40
Travis Scott,ASTROWORLD,SICKO MODE,27 Oct 2018 19:37
Travis Scott,ASTROWORLD,SICKO MODE,27 Oct 2018 19:23
Travis Scott,ASTROWORLD,CAROUSEL,27 Oct 2018 19:09
Travis Scott,ASTROWORLD,Stargazing,27 Oct 2018 19:06
Frank Ocean,Blonde,Pink + White,27 Oct 2018 08:43
Takeoff,Last Memory,Last Memory,27 Oct 2018 06:49
Lil Uzi Vert,Lil Uzi Vert vs. The World,You Was Right,27 Oct 2018 06:25
Lil Uzi Vert,Lil Uzi Vert vs. The World,Team Rocket,27 Oct 2018 06:21
Lil Uzi Vert,Lil Uzi Vert vs. The World,Ps & Qs,27 Oct 2018 06:18
Lil Uzi Vert,Lil Uzi Vert vs. The World,Canadian Goose,27 Oct 2018 06:13
Rae Sremmurd,SremmLife 2 (Deluxe),Start a Party,27 Oct 2018 02:40
Rae Sremmurd,Powerglide (feat. Juicy J),Powerglide (feat. Juicy J) - From SR3MM,27 Oct 2018 02:35
21 Savage,Without Warning,Ghostface Killers,27 Oct 2018 02:32
Future,Future & Juice WRLD Present... WRLD ON DRUGS,Realer N Realer,27 Oct 2018 02:29
Todd Terje,It's Album Time,Swing Star (Part 1),27 Oct 2018 01:48
a-ha,Hunting High and Low,Take On Me,27 Oct 2018 01:42
Jody Watley,20th Century Masters: The Millennium Collection: Best Of Jody Watley,Looking For A New Love - Radio Edit,27 Oct 2018 01:36
Devo,Freedom of Choice,Whip It,27 Oct 2018 01:32
Hall & Oates,The Essential Daryl Hall & John Oates,Out Of Touch - Single Version,27 Oct 2018 01:28
Jean Michel Jarre,Essential Recollection,Zoolookologie,27 Oct 2018 01:23
Duran Duran,Rio [Collector's Edition],Hungry Like The Wolf - 2009 Remastered Version,27 Oct 2018 01:20
Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Tearz,26 Oct 2018 23:04
Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Protect Ya Neck,26 Oct 2018 22:59
Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Method Man,26 Oct 2018 22:53
Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],C.R.E.A.M.,26 Oct 2018 22:49
Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Wu-Tang Clan Aint Nuthing Ta F' Wit,26 Oct 2018 22:45
Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Da Mystery of Chessboxin',26 Oct 2018 22:40
Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Can It Be All So Simple / Intermission,26 Oct 2018 22:34
Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Clan in da Front,26 Oct 2018 22:06
Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Shame on a Nigga,26 Oct 2018 22:04
Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Bring da Ruckus,26 Oct 2018 22:00
The Weeknd,Trilogy,House of Balloons / Glass Table Girls,26 Oct 2018 21:32
The Weeknd,Trilogy,Wicked Games,26 Oct 2018 21:27
Oneohtrix Point Never,Love In The Time Of Lexapro,Love in the Time of Lexapro,26 Oct 2018 18:58
Joji,BALLADS 1,R.I.P. (feat. Trippie Redd),26 Oct 2018 18:55
XXXTentacion,Arms Around You (feat. Maluma & Swae Lee),Arms Around You (feat. Maluma & Swae Lee),26 Oct 2018 18:46
Toro y Moi,Freelance,Freelance,26 Oct 2018 18:42
Tyler the Creator,You're A Mean One Mr. Grinch (From Dr. Seuss' The Grinch),You're A Mean One Mr. Grinch,26 Oct 2018 18:40
Beach House,alien,Alien,26 Oct 2018 18:36
Robyn,Honey,Ever Again,26 Oct 2018 18:31
Vice,Make Up (feat. Ava Max),Make Up (feat. Ava Max),26 Oct 2018 18:29
Joji,BALLADS 1,NO FUN,26 Oct 2018 18:26
Kygo,Happy Now (feat. Sandro Cavazza),Happy Now (feat. Sandro Cavazza),26 Oct 2018 18:24
Steve Aoki,Waste It On Me (feat. BTS),Waste It On Me (feat. BTS),26 Oct 2018 18:22
Cardi B,Money,Money,26 Oct 2018 18:19
XXXTentacion,Arms Around You (feat. Maluma & Swae Lee),Arms Around You (feat. Maluma & Swae Lee),26 Oct 2018 18:16
Robyn,Honey,Ever Again,26 Oct 2018 17:57
Robyn,Honey,Beach2k20,26 Oct 2018 17:51
Robyn,Honey,Honey,26 Oct 2018 17:47
Robyn,Honey,Between the Lines,26 Oct 2018 17:47
Robyn,Honey,Honey,26 Oct 2018 17:42
Robyn,Honey,Send to Robin Immediately,26 Oct 2018 17:38
Robyn,Honey,Baby Forgive Me,26 Oct 2018 17:34
Robyn,Honey,Because It's in the Music,26 Oct 2018 17:29
Robyn,Honey,Human Being,26 Oct 2018 17:26
Robyn,Honey,Missing U,26 Oct 2018 17:21
Todd Terje,It's Album Time,Intro (It's Album time),26 Oct 2018 17:09
Polo & Pan,Plage isolée - EP,Plage isolée (Soleil couchant),26 Oct 2018 17:07
Tears for Fears,Songs From The Big Chair (Deluxe),Head Over Heels / Broken,26 Oct 2018 16:58
Vanessa da Mata,Vanessa da Mata,Não Me Deixe Só,26 Oct 2018 16:53
Jorge Ben,Puro Suingue,O Telefone Tocou Novamente,26 Oct 2018 16:50
Flying Lotus,Cosmogramma,Do the Astral Plane,26 Oct 2018 16:46
Flying Lotus,Cosmogramma,Zodiac Shit,26 Oct 2018 16:42
Tory Lanez,Love Me Now,KJm,26 Oct 2018 16:41
Tame Impala,Lonerism,Elephant,26 Oct 2018 16:39
Tory Lanez,Love Me Now,S.w.I.n.G (feat. PnB Rock & Trey Songz),26 Oct 2018 16:36
Tame Impala,InnerSpeaker (Collector's Edition),Half Full Glass Of Wine,26 Oct 2018 16:35
Tory Lanez,Love Me Now,Keep In Touch (Feat. Bryson Tiller),26 Oct 2018 16:33
The Cranberries,No Need to Argue,Zombie,26 Oct 2018 16:31
Tory Lanez,Love Me Now,MiAMi (feat. Gunna),26 Oct 2018 16:29
Tory Lanez,Love Me Now,YoU ThouGHt WrONg,26 Oct 2018 16:25
The Cranberries,No Need to Argue,Zombie,26 Oct 2018 16:25
The Cranberries,Everybody Else Is Doing It So Why Can't We?,Linger,26 Oct 2018 16:24
A$AP Ferg,Trap Lord,Shabba (feat. A$AP Rocky),
Tory Lanez,Love Me Now,ThE RUn oFF,26 Oct 2018 16:23
Tory Lanez,Love Me Now,CuT me oFF (feat. NAV),26 Oct 2018 16:20
Tory Lanez,Love Me Now,IF iT Ain'T rIGHt (feat. A Boogie wit da Hoodie),26 Oct 2018 16:18
Tory Lanez,Love Me Now,FeRRis WhEEL (feat. Trippie Redd),26 Oct 2018 16:18
Tory Lanez,Love Me Now,FlEXiBle (feat. Chris Brown & Lil Baby),26 Oct 2018 16:12
Tory Lanez,Love Me Now,Talk To Me (with Rich The Kid),26 Oct 2018 16:09
Tory Lanez,Love Me Now,DrIP DrIp Drip (feat. Meek Mill),26 Oct 2018 16:05
Tory Lanez,Love Me Now,DucK my Ex (feat. Chris Brown & 2 Chainz),26 Oct 2018 16:02
Tory Lanez,Love Me Now,SHE tOLd Me,26 Oct 2018 15:58
Tory Lanez,Love Me Now,Why DON'T You LOVE me?,26 Oct 2018 15:55
Lil Uzi Vert,Lil Uzi Vert vs. The World,Grab The Wheel,26 Oct 2018 02:18
Lil Uzi Vert,Lil Uzi Vert vs. The World,Hi Roller,26 Oct 2018 02:13
Lil Uzi Vert,Lil Uzi Vert vs. The World,Money Longer,26 Oct 2018 02:09
Lil Uzi Vert,Lil Uzi Vert vs. The World,Baby Are You Home,26 Oct 2018 02:06
Lil Uzi Vert,Lil Uzi Vert vs. The World,Team Rocket,26 Oct 2018 02:02
Lil Uzi Vert,Lil Uzi Vert vs. The World,You Was Right,26 Oct 2018 01:59
Lil Uzi Vert,Lil Uzi Vert vs. The World,Scott And Ramona,26 Oct 2018 01:56
Lil Uzi Vert,Lil Uzi Vert vs. The World,Ps & Qs,26 Oct 2018 01:52
Lil Uzi Vert,Lil Uzi Vert vs. The World,Canadian Goose,26 Oct 2018 01:48
Wiz Khalifa,Rolling Papers 2,Fr Fr (feat. Lil Skies),26 Oct 2018 00:41
Future,Future & Juice WRLD Present... WRLD ON DRUGS,Realer N Realer,26 Oct 2018 00:38
Quavo,Quavo Huncho,PASS OUT (feat. 21 Savage),26 Oct 2018 00:35
Trippie Redd,Topanga,Topanga,26 Oct 2018 00:32
A$AP Ferg,Always Strive And Prosper,Uzi Gang,26 Oct 2018 00:28
Yung Ralph,I Am Juugman 2,Fetti (Feat. Young Thug Fetty Wap & Lil Uzi Vert),26 Oct 2018 00:23
Lil Uzi Vert,Luv Is Rage 2 (Deluxe),Malfunction,26 Oct 2018 00:20
Lil Pump,Multi Millionaire (feat. Lil Uzi Vert),Multi Millionaire (feat. Lil Uzi Vert),26 Oct 2018 00:17
Lil Uzi Vert,Luv Is Rage 2 (Deluxe),Two®,26 Oct 2018 00:14
Lil Uzi Vert,Luv Is Rage,Banned From TV,26 Oct 2018 00:11
Rizzoo Rizzoo,Drip Flair (Chopnotslop Remix),Game Over - Chopnotslop Remix,26 Oct 2018 00:04
Shad Da God,God Gang,Michael Jackson,25 Oct 2018 23:59
NAV,RECKLESS,Wanted You (feat. Lil Uzi Vert),25 Oct 2018 23:55
Lil Uzi Vert,Luv Is Rage 2 (Deluxe),Feelings Mutual,25 Oct 2018 23:51
Juice WRLD,Wasted (feat. Lil Uzi Vert),Wasted (feat. Lil Uzi Vert),25 Oct 2018 23:47
Lil Uzi Vert,Luv Is Rage 2 (Deluxe),Dark Queen,25 Oct 2018 23:44
DP Beats,Bankroll (Feat. Lil Uzi Vert Playboi Carti),Bankroll (Feat. Lil Uzi Vert Playboi Carti),25 Oct 2018 23:40
DJ 215,Killadelphia Vol. 1,Pull Up,25 Oct 2018 23:36
Lil Uzi Vert,The Perfect Luv Tape,SideLine Watching (Hold Up),25 Oct 2018 23:33
Lil Uzi Vert,Luv Is Rage 2 (Deluxe),20 Min,25 Oct 2018 23:29
Lil Uzi Vert,Luv Is Rage,Right Now,25 Oct 2018 23:25
Felix Snow,Love (feat. Lil Uzi Vert),Love (feat. Lil Uzi Vert),25 Oct 2018 23:23
Cool$hit,Hustler Spirit Vol. 2: From the Streets 2 the Industry,Psycho,25 Oct 2018 23:20
Lil Uzi Vert,Luv Is Rage 2 (Deluxe),Sauce It Up,25 Oct 2018 23:16
Playboi Carti,Playboi Carti,wokeuplikethis*,25 Oct 2018 23:12
Carnage,Papi Gordo,WDYW,25 Oct 2018 23:08
Lil Baby,Harder Than Ever,Life Goes On,25 Oct 2018 23:04
Zaytoven,Zaytoven Presents: Trapping Made It Happen,Birds (feat. Lil Uzi Vert),25 Oct 2018 23:01
Lil Uzi Vert,The Perfect Luv Tape,Money Mitch,25 Oct 2018 22:57
Lil Uzi Vert,,1.5 -LUV SCARS K.o 1600 (Produced By Dj,25 Oct 2018 22:54
Iggy Azalea,Def Jam Presents: Direct Deposit (Vol. 2),Can't Lose,25 Oct 2018 22:53
Lil Uzi Vert,Luv Is Rage 1.5 (EP),XO TOUR Llif3,25 Oct 2018 22:52
Lil Uzi Vert,,1.5 -YSL (Produced By DP Beatz),25 Oct 2018 22:49
ralo,Flexing on Purpose,Flexing on Purpose,25 Oct 2018 22:48
Lil Uzi Vert,Luv Is Rage 1.5 (EP),LUV SCARS K.o 1600,25 Oct 2018 22:45
Philthy Rich,Water Leak (feat. Lil Uzi Vert Sauce Walka & Off Set),Water Leak,25 Oct 2018 22:45
Lil Uzi Vert,Luv Is Rage,Ballin,25 Oct 2018 22:40
Lil Uzi Vert,The Perfect Luv Tape,You're Lost,25 Oct 2018 22:37
Lil Uzi Vert,Luv Is Rage,Enemies,25 Oct 2018 22:33
DP Beats,Bandz (Bye Bye Birdie) (feat. Lil Uzi Vert),Bandz (Bye Bye Birdie) (feat. Lil Uzi Vert),25 Oct 2018 22:31
NAV,Perfect Timing,A$AP Ferg,25 Oct 2018 22:27
Dj Esco,EPIC LIT,Too Much Sauce (Feat. Future & Lil Uzi Vert),25 Oct 2018 22:23
ralo,Diary of the Streets II,Flexing on Purpose,25 Oct 2018 22:18
Lil Uzi Vert,Luv Is Rage 2 (Deluxe),Loaded,25 Oct 2018 22:14
Lil Uzi Vert,The Perfect Luv Tape,I Can Drive,25 Oct 2018 22:12
Lil Uzi Vert,Luv Is Rage 2 (Deluxe),XO TOUR Llif3,25 Oct 2018 22:09
Playboi Carti,Playboi Carti,Lookin,25 Oct 2018 22:06
MAX,Wrong,Wrong,25 Oct 2018 22:02
David Guetta,7,Motto (feat. Lil Uzi Vert G-Eazy & Mally Mall),25 Oct 2018 22:00
Spodee,Out tha Mudd Vol. 1,Jody,25 Oct 2018 21:56
Lil Uzi Vert,Luv Is Rage 2 (Deluxe),444+222,25 Oct 2018 21:52
Lil Uzi Vert,Luv Is Rage 2 (Deluxe),How to Talk,25 Oct 2018 21:49
HxV,Made It,Made It,25 Oct 2018 21:45
Tayyib Ali,Drop (feat. A$AP Ant & Lil Uzi Vert),Drop (Feat. A$AP Ant & Lil Uzi Vert),25 Oct 2018 21:41
Steve Aoki,Steve Aoki Presents Kolony,Been Ballin (feat. Lil Uzi Vert),25 Oct 2018 21:38
ralo,Famerican Gangster 2,Young Nigga,25 Oct 2018 21:32
Steve Aoki,Bright: The Album,Smoke My Dope (with Steve Aoki & Lil Uzi Vert),25 Oct 2018 21:29
03 Greedo,God Level,Never Bend (Remix) (feat. Lil Uzi Vert),25 Oct 2018 21:24
Jeremiah,Keep Me Up,Keep Me Up,25 Oct 2018 21:21
HxV,VULTURES EP,Made It,25 Oct 2018 21:18
Lil Uzi Vert,Luv Is Rage 2 (Deluxe),Early 20 Rager,25 Oct 2018 21:13
Y.S.L,4 DA Money,4 DA Money,25 Oct 2018 21:10
Playboi Carti,Die Lit,Shoota (feat. Lil Uzi Vert),25 Oct 2018 21:07
Oochie,Feazt Mode,Urk Skurt,25 Oct 2018 21:05
Maxo Kream,Mars (feat. Lil Uzi Vert),Mars (feat. Lil Uzi Vert),25 Oct 2018 21:02
Lil Uzi Vert,Luv Is Rage 2 (Deluxe),Unfazed (feat. The Weeknd),25 Oct 2018 20:59
Lil Uzi Vert,Luv Is Rage 2 (Deluxe),Pretty Mami,25 Oct 2018 20:54
MAX,Hell's Kitchen Angel,Wrong,25 Oct 2018 20:52
don cannon,Big Money (feat. Rich Homie Quan Lil Uzi Vert & Skeme) [C4 Remix] - Single,Big Money (C4 Remix),25 Oct 2018 20:48
Tony Milo,Diver$e,Don't Make Me,25 Oct 2018 20:45
